ID_Transaccion;Monto;Fecha;Banco;Marca;Estado
TRX0122;"[{account_name""account_pgyapfgx"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/VKSYF1DYN4TU44F9J3XGND5MS7Z4CBIX"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_svrkzc"", ""monto"": 240000, ""vtex_transaction_id"": ""VKSYF1DYN4TU44F9J3XGND5MS7Z4CBIX}]""";12/07/2026 21:00;BANCO_B;"[{""financial_entity"": ""cree"", ""amount"": ""-1310.58"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-3434.59"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]";AUTORIZADO
TRX0123;"[{account_name"": ""account_oglptwdo"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/I1WVT8G9DNA9XT8G0PL3SMPDC8PT4Z3J"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_ugotpc"", ""monto"": 155000, ""vtex_transaction_id"": ""I1WVT8G9DNA9XT8G0PL3SMPDC8PT4Z3J""]";30/07/2026 6:00;BANCO_C;"({""financial_entity"": ""fuente"", ""amount"": ""-3316.74"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-3324.49"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-1756.62"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""})""";AUTORIZADO
TRX0124;"({account_name"": ""account_dcfgsydr"", ""callback_url"": ""https://transitpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/G46B36FDUPJUN4QQ7RUAPIRURQRY7ATB"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_izhoxb"", ""monto"": 195000, ""vtex_transaction_id"": ""G46B36FDUPJUN4QQ7RUAPIRURQRY7ATB})""";27/07/2026 4:00;BANCO_B;"[{""financial_entity"": ""aumento"", ""amount"": ""-911.57"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-2906.77"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-3631.31"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]";AUTORIZADO
TRX0125;"[{account_name"": ""account_dysaujtc"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/AKG7ON1CE6YCJQ711QQ0831VLQ5ITG0K"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_yohvwf"", ""monto"": 95000, ""vtex_transaction_id"": ""AKG7ON1CE6YCJQ711QQ0831VLQ5ITG0K""}]""""";03/07/2026 8:00;BANCO_B;"({""financial_entity"": ""aumento"", ""amount"": ""-2847.97"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-942.4"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""})""";AUTORIZADO
TRX0126;"[{account_name"": ""account_xxydioym"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/1FKOS3LBOVTNJXOQSD8RZAX34YRTXMQU"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_aoswbs"", ""monto\"": 340000, ""vtex_transaction_id"": ""1FKOS3LBOVTNJXOQSD8RZAX34YRTXMQU""]";07/07/2026 16:00;BANCO_C;"({""financial_entity"": ""cree"", ""amount"": ""-1972.75"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-1972.65"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-4478.48"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-590.86"", ""detail"": ""tax_withholding""}, {""marca\"": ""CHEVIGNON""})""";AUTORIZADO
TRX0127;"[{account_name"": ""account_xhvwdsyn"", ""callback_url"": ""https://transitpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/SLXPXAQWKQJYYF1L10U09T4N8W5VU6VP"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_qsvykk"", ""monto"": ""410.000 COP"", ""monto"": 410000, ""vtex_transaction_id"": ""SLXPXAQWKQJYYF1L10U09T4N8W5VU6VP""]";19/07/2026 22:00;BANCO_C;"""[{""financial_entity"": ""cree"", ""amount"": ""-194.59"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-3905.37"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-2972.82"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-790.99"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]""";AUTORIZADO
TRX0128;"[{account_name"": ""account_kmhdnjxh"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/SYU04LABMNJMP5BGOYARXVSW0HRGPTCF"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_znouxj"", ""monto"": 198000, ""vtex_transaction_id"": ""SYU04LABMNJMP5BGOYARXVSW0HRGPTCF""}]""""";20/07/2026 17:00;BANCO_C;"[{financial_entityfinancial_entity"": ""cree"", ""amount"": ""-3078.76"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-4193.19"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]""";AUTORIZADO
TRX0129;"""[{account_name"": ""account_dqwfympt"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/YHSBI63T1QIKA96O6PXHDZM8SN491IHO"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_ayaazy"", ""monto"": ""289.000 COP"", ""monto"": 289000, ""vtex_transaction_id"": ""YHSBI63T1QIKA96O6PXHDZM8SN491IHO}]""";11/07/2026 21:00;BANCO_B;"""[{""financial_entity"": ""cree"", ""amount"": ""-4416.96"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-750.51"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-297.75"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-4271.13"", ""detail"": ""tax_withholding""}, {""marca"": ""RIFLE""}]""";AUTORIZADO
TRX0130;"[{account_name""account_ocagigcj"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/F63V78L8XSB7WQX47KF0DP6RK6PHR64R"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_zzhtwu"", ""monto"": 310000, ""vtex_transaction_id"": ""F63V78L8XSB7WQX47KF0DP6RK6PHR64R}]""";04/07/2026 21:00;BANCO_B;"[{""financial_entity"": ""ica"", ""amount"": ""-3941.2"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-1775.46"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-2194.31"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-2894.89"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}}]""""";AUTORIZADO
TRX0131;"[{account_name"": ""account_qbvbbxel"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/BKXEW1YMQ9O8Q5PPLXMGESSITSNIRIDO"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_leulbb"", ""monto"": 95000, ""vtex_transaction_id"": ""BKXEW1YMQ9O8Q5PPLXMGESSITSNIRIDO""]";21/07/2026 11:00;BANCO_C;"[{""financial_entity"": ""aumento"", ""amount"": ""-2223.69"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-3834.63"", ""detail"": ""tax_withholding""}, {""marca"": ""RIFLE""}}]""""";AUTORIZADO
TRX0132;"[{account_name"": ""account_pjearkie"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/7DGKI7N6OKJNFN77UVLZIBQAUC8YDSNE"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_fgavuy"", ""monto"": 250000, ""vtex_transaction_id"": ""7DGKI7N6OKJNFN77UVLZIBQAUC8YDSNE""]";24/07/2026 6:00;BANCO_B;"[{""financial_entity"": ""cree"", ""amount"": ""-1401.22"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-1442.39"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]";AUTORIZADO
TRX0133;"({account_name"": ""account_dicrrupk"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/54RWYA77MF6O1R5EMJA4IT0ZNRSB7E3K"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_jsgyvv"", ""monto"": 210000, ""vtex_transaction_id"": ""54RWYA77MF6O1R5EMJA4IT0ZNRSB7E3K})""";27/07/2026 2:00;BANCO_B;"""[{""financial_entity"": ""iva"", ""amount"": ""-1713.13"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-3746.17"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}]""";AUTORIZADO
TRX0134;"{""account_name"": ""account_azsvlvsw"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/3IWQJRRE9VEAXKO0ZD96SPDTQTWGFB17"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_zzabtb"", ""monto"": 225000, ""vtex_transaction_id"": ""3IWQJRRE9VEAXKO0ZD96SPDTQTWGFB17}]""";16/07/2026 20:00;BANCO_A;"""[{""financial_entity"": ""ica"", ""amount"": ""-1697.96"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-3492.59"", ""detail"": ""tax_withholding""}, {""marca"": ""RIFLE""}]""";AUTORIZADO
TRX0135;"""[{account_name"": ""account_mmjrashu"", ""callback_url"": ""https://transitpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/VWPT6B00U1S2T7CIB2ENHUUN08XBRG6W"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_rpfpxt"", ""monto"": ""240.000 COP"", ""monto"": 240000, ""vtex_transaction_id"": ""VWPT6B00U1S2T7CIB2ENHUUN08XBRG6W}]""";29/07/2026 22:00;BANCO_A;"[{""financial_entity"": ""iva"", ""amount"": ""-3903.4"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-4388.05"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]";AUTORIZADO
TRX0136;"({account_name"": ""account_xfsvvtcr"", ""callback_url"": ""https://payflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/8BVTUWWSR987M5PY6O0P9V55WHLNZ8D5"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_ggyluo"", ""monto\"": 198000, ""vtex_transaction_id"": ""8BVTUWWSR987M5PY6O0P9V55WHLNZ8D5})""";01/07/2026 23:00;BANCO_A;"[{financial_entityfinancial_entity"": ""iva"", ""amount"": ""-1222.49"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-1422.54"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-1160.2"", ""detail"": ""tax_withholding""}, {""marca\"": ""AMERICANINO""}]""";AUTORIZADO
TRX0137;"[{account_name"": ""account_efmorwcr"", ""callback_url"": ""https://payflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/3LGEPLSG5CSMQR7FL13JTZNEQ84IWFTO"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_jekvcr"", ""monto"": ""$210.000,00"", ""vtex_transaction_id"": ""3LGEPLSG5CSMQR7FL13JTZNEQ84IWFTO""]";19/07/2026 7:00;BANCO_A;"{{""financial_entity"": ""aumento"", ""amount"": ""-219.31"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-2753.15"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-4798.17"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]""";AUTORIZADO
TRX0138;"{""account_name"": ""account_ywaudphy"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/W31O2DGSN4CJGFNLQA7VB2F9T4EM3QLW"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_rdqyib"", ""monto"": ""410.000 COP"", ""monto"": 1720000, ""vtex_transaction_id"": ""W31O2DGSN4CJGFNLQA7VB2F9T4EM3QLW}]""";23/07/2026 22:00;BANCO_C;"[{""financial_entity"": ""iva"", ""amount"": ""-2313.45"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-414.23"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-399.41"", ""detail"": ""tax_withholding""}, {""marca"": ""RIFLE""}}]""""";AUTORIZADO
TRX0139;"""[{account_name"": ""account_gyhnaylq"", ""callback_url"": ""https://nexoflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/WSCQZ27UC4700MQEG4KPLXGCDQOS87A3"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_gpcwgg"", ""monto"": ""$310.000,00"", ""vtex_transaction_id"": ""WSCQZ27UC4700MQEG4KPLXGCDQOS87A3}]""";16/07/2026 3:00;BANCO_B;"[{""financial_entity"": ""cree"", ""amount"": ""-1692.72"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-1260.83"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-1833.45"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}}]""""";AUTORIZADO
TRX0140;"({account_name"": ""account_jjugkuoo"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/8MJH4WM2KYY0EUJ8XH7G59N2FSO494ZR"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_otumcv"", ""monto"": 320000, ""vtex_transaction_id"": ""8MJH4WM2KYY0EUJ8XH7G59N2FSO494ZR})""";09/07/2026 12:00;BANCO_C;"[{""financial_entity"": ""aumento"", ""amount"": ""-321.63"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-3882.08"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-2769.04"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}]";AUTORIZADO
TRX0141;"[{account_name"": ""account_fyemmepi"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/2UO2V6C4XBOB3HNRS5T857VKRK7PDE7B"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_swscgr"", ""monto\"": 150000, ""vtex_transaction_id"": ""2UO2V6C4XBOB3HNRS5T857VKRK7PDE7B""]";23/07/2026 10:00;BANCO_B;"({""financial_entity"": ""aumento"", ""amount"": ""-722.84"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-4694.04"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-1637.25"", ""detail"": ""tax_withholding""}, {""marca\"": ""AMERICAN EAGLE""})""";AUTORIZADO
TRX0142;"[{account_name"": ""account_pxndgmla"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/R78AGX3SKVVM1DANBLX5LA2FLCDIMZ56"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_vanmzo"", ""monto"": 250000, ""vtex_transaction_id"": ""R78AGX3SKVVM1DANBLX5LA2FLCDIMZ56""]";20/07/2026 14:00;BANCO_C;"[{""financial_entity"": ""aumento"", ""amount"": ""-1600.93"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-1960.29"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]";AUTORIZADO
TRX0143;"[{account_name"": ""account_hbrmbnyf"", ""callback_url"": ""https://nexoflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/VW173ZEB124ESNZIQGCKOGAK79BROT6O"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_ecnhmi"", ""monto\"": 340000, ""vtex_transaction_id"": ""VW173ZEB124ESNZIQGCKOGAK79BROT6O""]";14/07/2026 4:00;BANCO_C;"[{""financial_entity"": ""cree"", ""amount"": ""-3158.91"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-998.41"", ""detail"": ""tax_withholding""}, {""marca\"": ""NAF NAF""}]";AUTORIZADO
TRX0144;"({account_name"": ""account_dtrowkjf"", ""callback_url"": ""https://transitpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/KAFW9KDU0KQJSPEF59HF7EMBZ0K3BZ3F"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_yltxev"", ""monto"": 340000, ""vtex_transaction_id"": ""KAFW9KDU0KQJSPEF59HF7EMBZ0K3BZ3F})""";21/07/2026 13:00;BANCO_C;"[{""financial_entity"": ""ica"", ""amount"": ""-4571.75"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-392.7"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}}]""""";AUTORIZADO
TRX0145;"""[{account_name"": ""account_elmmdkfu"", ""callback_url"": ""https://transitpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/9WK5Y56W2QTR7CBMSY4490H3J5U162W6"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_hcokyg"", ""monto"": 350000, ""vtex_transaction_id"": ""9WK5Y56W2QTR7CBMSY4490H3J5U162W6}]""";12/07/2026 20:00;BANCO_B;"[{financial_entityfinancial_entity"": ""aumento"", ""amount"": ""-2673.95"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-4610.83"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-4713.0"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-3489.64"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICAN EAGLE""}]""";AUTORIZADO
TRX0146;"[{account_name""account_ixkqhpey"", ""callback_url"": ""https://transitpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/ELT4C2FVLG5AHNAT05HGTHBAGWJBBIBR"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_hxnabk"", ""monto"": 205000, ""vtex_transaction_id"": ""ELT4C2FVLG5AHNAT05HGTHBAGWJBBIBR}]""";14/07/2026 8:00;BANCO_A;"[{financial_entityfinancial_entity"": ""ica"", ""amount"": ""-3851.48"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-1089.6"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-2629.31"", ""detail"": ""tax_withholding""}, {""marca"": ""RIFLE""}]""";AUTORIZADO
TRX0147;"{""account_name"": ""account_ehbefbxc"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/LOJTT7IKI73NPP86KM7S942QOV8OU1H7"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_ukidjg"", ""monto"": 175000, ""vtex_transaction_id"": ""LOJTT7IKI73NPP86KM7S942QOV8OU1H7}]""";26/07/2026 0:00;BANCO_C;"{{""financial_entity"": ""ica"", ""amount"": ""-4043.99"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-4608.99"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-1165.71"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-2773.68"", ""detail"": ""tax_withholding""}, {""marca"": ""NAF NAF""}]""";AUTORIZADO
TRX0148;"[{account_name"": ""account_tiuvnohn"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/DY3W06MPNWVD9Q7WMPKR3UG5PXZ7RMUK"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_mnhxwd"", ""monto"": 210000, ""vtex_transaction_id"": ""DY3W06MPNWVD9Q7WMPKR3UG5PXZ7RMUK""]";27/07/2026 2:00;BANCO_A;"[{financial_entityfinancial_entity"": ""iva"", ""amount"": ""-1000.22"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-2786.43"", ""detail"": ""tax_withholding""}, {""marca"": ""RIFLE""}]""";AUTORIZADO
TRX0149;"""[{account_name"": ""account_ufqcmvii"", ""callback_url"": ""https://payflow.vtexpayments.com.br/api/pvt/payment-provider/transactions/Z8OCE8X4744SC1CFP9X3AYV9ZLN5DXFN"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_tjccqq"", ""monto"": ""$320.000,00"", ""vtex_transaction_id"": ""Z8OCE8X4744SC1CFP9X3AYV9ZLN5DXFN}]""";02/07/2026 20:00;BANCO_B;"""[{""financial_entity"": ""iva"", ""amount"": ""-793.87"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-4092.73"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-3770.07"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-2331.4"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICANINO""}]""";AUTORIZADO
TRX0150;"[{account_name"": ""account_oppjtybq"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/KKI76Z38NXLHE8HO4RQ5T2WGZWF9Q6TV"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_aoqeoi"", ""monto"": 205000, ""vtex_transaction_id"": ""KKI76Z38NXLHE8HO4RQ5T2WGZWF9Q6TV""]";02/07/2026 3:00;BANCO_B;"[{financial_entityfinancial_entity"": ""ica"", ""amount"": ""-840.06"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-952.71"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-3423.53"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-674.79"", ""detail"": ""tax_withholding""}, {""marca"": ""NAF NAF""}]""";AUTORIZADO
TRX0151;"[{account_name"": ""account_naywglkk"", ""callback_url"": ""https://transitpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/MF99N02OGOMGTZP3ILNT70AJ1X1JVTW7"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_kfvmpu"", ""monto"": ""$250.000,00"", ""vtex_transaction_id"": ""MF99N02OGOMGTZP3ILNT70AJ1X1JVTW7""]";14/07/2026 13:00;BANCO_A;"({""financial_entity"": ""ica"", ""amount"": ""-4685.5"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-573.9"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-3799.0"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""})""";AUTORIZADO
TRX0152;"({account_name"": ""account_burmxfse"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/5MX8BL7ALEUELTTYCS5UU79EL9NILC7I"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_rezygv"", ""monto"": 155000, ""vtex_transaction_id"": ""5MX8BL7ALEUELTTYCS5UU79EL9NILC7I})""";01/07/2026 1:00;BANCO_C;"[{""financial_entity"": ""iva"", ""amount"": ""-4660.47"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""aumento"", ""amount"": ""-4229.79"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-3692.04"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}}]""""";AUTORIZADO
TRX0153;"""[{account_name"": ""account_tfnzujpp"", ""callback_url"": ""https://transactionhub.vtexpayments.com.br/api/pvt/payment-provider/transactions/YCT35EVJSLML5H4BUNDFS1MVJLH1UMTX"", ""delay_auto_settle"": ""7200"", ""merchant_name"": ""merchant_qqdski"", ""monto"": 165000, ""vtex_transaction_id"": ""YCT35EVJSLML5H4BUNDFS1MVJLH1UMTX}]""";10/07/2026 19:00;BANCO_C;"[{""financial_entity"": ""ica"", ""amount"": ""-2837.18"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-969.36"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-4981.93"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-1209.58"", ""detail"": ""tax_withholding""}, {""marca"": ""AMERICANINO""}}]""""";AUTORIZADO
TRX0154;"[{account_name""account_uaravvjk"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/LLJ8J22R6FRZZU5H7X6AZF5O5L8JQROU"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_wpiybb"", ""monto"": 145000, ""vtex_transaction_id"": ""LLJ8J22R6FRZZU5H7X6AZF5O5L8JQROU}]""";05/07/2026 5:00;BANCO_B;"[{financial_entityfinancial_entity"": ""iva"", ""amount"": ""-1653.71"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""iva"", ""amount"": ""-401.67"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-4107.52"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""}]""";AUTORIZADO
TRX0155;"[{account_name"": ""account_fgncimfd"", ""callback_url"": ""https://quickpay.vtexpayments.com.br/api/pvt/payment-provider/transactions/HNXD05XV8JNB1VTTPP7V0RF328DFT48X"", ""delay_auto_settle"": ""1800"", ""merchant_name"": ""merchant_mahexc"", ""monto"": 275000, ""vtex_transaction_id"": ""HNXD05XV8JNB1VTTPP7V0RF328DFT48X""]";07/07/2026 21:00;BANCO_C;"({""financial_entity"": ""fuente"", ""amount"": ""-4688.3"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-4728.43"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-135.29"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""cree"", ""amount"": ""-879.9"", ""detail"": ""tax_withholding""}, {""marca"": ""CHEVIGNON""})""";AUTORIZADO
TRX0156;"[{account_name"": ""account_vtrxlsje"", ""callback_url"": ""https://flowcash.vtexpayments.com.br/api/pvt/payment-provider/transactions/1F1EN1UYFE9YFWTBABN6C0G0VXQ6LQAJ"", ""delay_auto_settle"": ""3600"", ""merchant_name"": ""merchant_kwzxgm"", ""monto"": 175000, ""vtex_transaction_id"": ""1F1EN1UYFE9YFWTBABN6C0G0VXQ6LQAJ""}]""""";10/07/2026 2:00;BANCO_A;"({""financial_entity"": ""fuente"", ""amount"": ""-4071.5"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""fuente"", ""amount"": ""-1469.08"", ""detail"": ""tax_withholding""}, {""financial_entity"": ""ica"", ""amount"": ""-4725.37"", ""detail"": ""tax_withholding""}, {""marca"": ""NAF NAF""})""";AUTORIZADO
